,content,cyber_label,environmental_issue
746,"Beyond use of AI in the business, the audit function itself can incorporate ChatGPT or

other generative AI into its processes. It could automate repetitive, low-creativity tasks with

text-heavy outputs. For example, an ISACA blog post suggests using ChatGPT to quickly

write up an audit program, which can then be tweaked and tailored to suit the needs of the

organization. 26 ChatGPT could also be used to draft engagement reports or even to aid

departments with few in-house specialists in writing code for data analytics projects.

Similar to the business’s adoption cases, audit should be mindful about sharing

information with OpenAI as well as vetting the quality of the outputs.11 of 25

When deciding whether to adopt generative AI in their own workflows or when providing

assurance over use in the business, audit leaders can get some guidance from the newly

published AI risk management framework released by the U.S. National Institute of

Standards and Technology (NIST). 27 The framework offers a set of seven broad

characteristics of trustworthy AI systems: valid and reliable, safe, secure and resilient,

accountable and transparent, explainable and interpretable, privacy-enhanced and fair

with harmful bias managed. ",,0
747,"Surprisingly,

in comparison to their overall rating, North American

respondents rate only two of the 38 specific risks as

“Significant Impact” risks.

• There are notable differences in views about risks around

the globe, which is especially important for multinational

organizations to consider. Respondents in Australia/New

Zealand, India, the Middle East, and Africa rate all of their

top five risks at the “Significant Impact” level while Europe

and Asia rate three risks in a similar manner.

Globally, organizations

from seven out of eight

geographic regions in our

study agree that the overall

magnitude and severity of

risks are of a “Significant

Impact” level in 2023. 25

http://www.protiviti.com
• There is variation in the nature and types of risks

included in the top five risks for the eight geographic

regions. Seventeen of the 38 risks appear as top five

risks among the eight geographic regions and nine of

the 12 macroeconomic risks are recognized as top five

risks when looking across the different geographies,

with Latin America reporting all top five risks as

macroeconomic in nature.

• Six of eight geographic regions include concerns about

succession planning and talent acquisition and retention as

a top five risk. ",,1
748,"As more areas become high-risk to

extreme weather events, assess organizational reliance and operational risks

associated with vulnerable critical infrastructure.
RESTRICTED DISTRIBUTION

31 © 2022  775503

Macroeconomic Volatility

Economists predict a downturn and a possible global recession in late 2022 or 2023, as businesses and
consumers face rising prices and geopolitical volatility continues to disrupt trade networks.

2023 Recommendations for Audit1. Rising Interest Rates

2. Currency Volatilty

Key Risk Indicators

• Rising interest rates have stymied economic growth and the financial well-being of

organizations, as central banks around the world adjust rates.

• Higher rates are necessary to counteract inflation, but by making borrowing more

expensive, they achieve their goal through a significant reduction of consumer

demand and business credit.

• Increase in interest rate of credit lines and loans

• Percentage of debt requiring short-term repayment

• Percentage of bad debts

• Fluctuations in the price of critical components

• As central banks target stronger currencies to tame inflation in their borders and

boost buying power abroad, increased currency risk has emerged as a threat to

company earnings and margins.

",,1
749,"We are still seeing tech companies express interest in taking more control of their
risks through alternative risk solutions (34%), captives (22%), and moving toward pure
catastrophic coverage (18%).

09| More than a third of companies switching primary insurers
What actions has your company taken or considered in order to deal with the ongoing premium
increases and reduced capacity in the market? Select all that apply.

Source: Global Technology Industry Risk Study 2023

Aggressive program marketing

Standard actions

Retaining more risk

45%

45%

38%

Introducing new insurers throughout program layers

Switching primary insurers

54%

38%

21%

13%

Increasing retentions

Reducing limits

Narrowing terms, conditions, or definition of services

Reallocating insurance budget from more expensive lines of coverage

34%

22%

14%

Exploring integrated, structured, or other alternative risk programs

Leveraging or exploring captives

Moving toward pure catastrophic coverage only

Taking more control

Tech companies rethinking and
remarketing insurance programs

https://www.marsh.com/us/services/international-placement-services/insights/global_insurance_market_index.htmlpriorities20

Optimizing risk management
The global economic slowdown has affected
organizations across regions and industries, leading to
difficult decisions. The majority of survey respondents
reported a need to adapt their risk management
decisions to respond to economic conditions, with
only 35% saying that the company’s risk management
decisions were not affected.
",,0
750,"• While organizations that underinvest in talent during economic downturns miss out

on growth opportunities and competitive advantages, hiring too quickly and

requiring cuts later is shown to hinder future talent attraction and productivity.

• Trends in acceptance rates for offers made

• Trends in regretted attrition

• Amount of business units that are over- or understaffed

• Levels of compensation and benefits compared to industry benchmarks

• In-person, hybrid and remote employee turnover rates

• Percentage of employees satisfied with job design and role clarity

• Organizations face opportunity costs and various types of human capital risks with

mandated returns to office or by further embracing remote work.

• With most employees seeking hybrid working arrangements and with remote

positions attracting seven times more applications, organizations risk attrition and

limited access to talent by insisting on in-person work.

• This situation ostensibly points to an easy decision to reduce real estate and hire

remotely, but the long-term drawbacks of fully investing in remote working models

are not yet clear (e.g., workforce disparities, cultural drift, collaboration problems),

and the decision to divest in location-based working practices is not readily

reversible.

",,0
751,"In previous

roles at Gartner he has worked closely with leaders in the IT Risk and information

security domain, primarily supporting CISO’s and their teams.

.

Matt Hoyles
Executive Advisor

Enterprise Risk Management

Contact

▪ LinkedIn: linkedin.com/in/matt-hoyles-0a69ba98/

https://www.linkedin.com/in/matt-hoyles-0a69ba98/
8
How We Create This Report

Risks that respondents indicate

have emerged, have low perceived

impact, low time-to-impact, low

relevance to their enterprises or for

which their enterprises are highly

prepared are removed

Quarterly emerging risk

research with peer-sourced

insights and industry analysis

Quarterly emerging

risk survey

Emerging risk list sourced

from client interactions and

secondary research

• Emerging risks are those
whose effects have not yet
been substantially realized in
the enterprise.

• Their evolution is highly
uncertain because it is rapid,
nonlinear or both.

• Our Quarterly Emerging Risk
Report captures senior
executives’ and risk
managers’ views on emerging
risks. It provides insight on
identifying and mitigating them.
",,0
752,"The lingering challenges related to

managing a complex, global supply

chain in a world encumbered with

uncertainties are top of mind for

executives and boards. Unexpected

disruptions along the value chain can

arise from multiple directions. ",,0
753,"• Organizations based in North America, India and Latin

America indicate the largest increase in likelihood they

will invest more in risk management capabilities in 2023

relative to our 2022 results, with respondents in India

reflecting the highest overall likelihood for greater

investment.

• All types of entities — public companies, privately

held for-profit organizations, and not-for-profit and

governmental entities — indicate higher levels of

likelihood that they will invest more time and energy

in building out their risk management infrastructure in

2023 relative to 2022.

The ever-changing risk landscape and the overall perceived

magnitude and severity of risks should prompt boards

and senior executives to scrutinize closely the approaches

they use to keep an anticipatory eye on emerging risks.

Unfortunately, some organizations continue to manage

risks the way they have for many years, even though the

profile of risks is changing dramatically as businesses and

entire industries are transformed in the digital economy.

The need for greater transparency about the nature

and magnitude of risks undertaken in executing an

organization’s corporate strategy continues to be high

as expectations of key stakeholders regarding strategic

relevance, risk management and risk oversight remain

strong. ",,0
754,"Organization may not be sufficiently resilient and/or agile to manage an
unexpected crisis

Top risks for 2032

1. Organization’s succession challenges and ability to attract and retain top talent
in a tightening talent market may limit ability to achieve operational targets

2. Adoption of digital technologies may require new skills in short supply,
requiring significant efforts to reskill/upskill employees

3. Rapid speed of disruptive innovations enabled by new and emerging
technologies and/or other market forces may outpace ability to compete

4. Resistance to change may restrict the organization from making necessary
adjustments to the business model and core operations

5. Ensuring privacy and compliance with growing identity protection
expectations may require significant resources

6. Existing operations and legacy IT infrastructure may not be able to meet
performance expectations as well as “born digital” competitors

7. Inability to utilize data analytics and “big data” to achieve market
intelligence and increase productivity and efficiency

8. Economic conditions in markets we currently serve may significantly
restrict growth opportunities

9. Regulatory changes and regulatory scrutiny may heighten, noticeably
affecting how products or services will be produced or delivered

10. ",,0
755,"42,43 Such activities could potentially

escalate, possibly inadvertently, and military operations could pose significant risks for

the security and stability of supply chains reliant on Pacific shipping.

How does the IT department monitor employee use of unauthorized third-party

software, including messaging platforms?

■

How does the IT department control and monitor access to the organization’s

network or apps via employees’ personal devices?

■

What policies and procedures are used to evaluate and vet purchases and

renewals from third-party IT service providers?

■15 of 25

On the technology and cybersecurity front, U.S. lawmakers are drawing more attention to

Chinese-owned apps such as TikTok, which some suspect of feeding user data to the

Chinese government. Following efforts in several U.S. states to ban TikTok and other apps

linked to Chinese companies such as WeChat and Alipay, Congress included a federal
level ban on TikTok for government devices in its 2023 spending bill. 44,45 In addition to

surveillance via data gathered through the app, U.S. policymakers are also expressing

concerns that the app’s content promotion algorithm could be manipulated by the Chinese

government to influence what users see and potentially shape public opinion. ",,0
756,"We are
deeply grateful to our long-standing partners in the
report’s development: Marsh McLennan and Zurich
Insurance Group.

The 2023 edition of the Global Risks Report
highlights the multiple areas where the world is
at a critical inflection point. It is a call to action, to
collectively prepare for the next crisis the world may
face and, in doing so, shape a pathway to a more
stable, resilient world.

Saadia Zahidi
Managing Director
2023January 2023
2023  4
The Global Risks Perception Survey (GRPS) has
underpinned the Global Risks Report for nearly two
decades and is the World Economic Forum’s premier
source of original global risks data. This year’s
GRPS has brought together leading insights on the
evolving global risks landscape from over 1,200
experts across academia, business, government, the
international community and civil society. Responses
for the GRPS 2022-2023 were collected from 7
September to 5 October 2022.

“Global risk” is defined as the possibility of the
occurrence of an event or condition which, if it
occurs, would negatively impact a significant
proportion of global GDP, population or natural
resources. ",,0
757,"70, 2017, pp 161-184, https://www.
sciencedirect.com/science/article/pii/S1364032116304622#s0060.

20. Kang, Dake, Victoria Milko and Lori Hinnant, “'The Sacrifice Zone': Myanmar bears cost of green energy”,
AP News, 9 August 2022, https://apnews.com/article/technology-forests-myanmar-75df22e8d7431a675
7ea4a426fbde94c; UN Environment Programme (UNDEP), Can the Democratic Republic of the Congo’s
mineral resources provide a pathway to peace?, 20 September 2022; Global Witness, Myanmar’s poisoned
mountains, 9 August 2022, https://www.globalwitness.org/en/campaigns/natural-resource-governance/
myanmars-poisoned-mountains/.

Endnotes
2023   50
21. Marsh, René, “Billionaires are funding a massive treasure hunt in Greenland as ice vanishes”, CNN, 8
August 2022, https://edition.cnn.com/2022/08/08/world/greenland-melting-mineral-mining-climate/index.
html; Pearce, Fred, “Why the rush to mine lithium could dry up the High Andes”, Yale Environment 360, 19
September 2022, https://e360.yale.edu/features/lithium-mining-water-andes-argentina.

22. Miller, K. A., et al., “Challenging the Need for Deep Seabed Mining From the Perspective of Metal Demand,
Biodiversity, Ecosystems Services, and Benefit Sharing”, Frontiers in Marine Science, 29 July 2021, https://
www.frontiersin.org/articles/10.3389/fmars.2021.706161/full.

23. IPCC, Climate Change 2021: The Physical Science Basis, 2021, https://report.ipcc.ch/ar6/wg1/IPCC_
AR6_WGI_FullReport.pdf.

24. Trisos, Christopher, et al., “Potentially dangerous consequences for biodiversity of solar geoengineering
implementation and termination”, Nature Ecology & Evolution, vol. 2, 2018, pp. ",,1
758,"Prioritization and the ability to flex to take

advantage of new potential value streams, rapidly solve

for jobs to be done, and facilitate pivots for changing

customer needs, shifts in supply/demand or advances

in enabling technology will prove decisive in defining

the companies that emerge as leaders from periods of

downturn or business disruption. 18

http://www.protiviti.com
Call to Action — Talent and Culture
BY FRAN MAXWELL

GLOBAL LEADER, WORKFORCE AND ORGANIZATIONAL TRANSFORMATION, PROTIVITI

People- and culture-related issues dominate the top 10

global risk issues for 2023, as do concerns related to the

economy. Many boards and executives, especially chief

human resources officers, understand that economic

headwinds can be a precursor to job cuts that, if overdone,

will create long-term challenges to managing human capital.

That is why the following steps should be emphasized over

the near term to sustain progress in transforming talent

management and preserving the culture:

• Make your talent your customer. The organization’s

focus on the customer experience should extend to its

own people and talent. Many companies can slice and

dice data to understand their customers, but fewer do

this with regard to the talent in their enterprise. ",,0
759,"Gen Z turned out in record
numbers for the US midterm
elections, helping to hold off a
Republican “red wave”

Source: POLITICO/Morning Consult survey of 1,000 eligible Gen Z voters and 1,987 registered voters of all ages in September 2020

The activist generation
How e�ective Gen Z think protesting is as a way to impact politics and public a�airs, compared to registered voters

Don't know/no opinion

Very ine�ective

Somewhat ine�ective

Somewhat e�ective

Very e�ective

Gen Z Registered voters

25%

25%

16%

16%

31%
28%

14%

14%

18%

13%
24 eurasia group  TOP RISKS 2023

10 Water stress
This year, water stress will become a global and systemic challenge … while governments will
still treat it as a temporary crisis.

In 2022, receding water levels exacerbated the food crisis in Africa, halted shipping and nuclear output in Europe, and led
to factory shutdowns in China. Water scarcity also forced the United States to limit water releases in western states and
triggered social unrest in Latin America, heightening tensions between corporations and communities. Forecasts for 2023
are worse. ",,0
760,"Having failed
to adequately prepare for a permanent decrease in water availability, policymakers will rely on short-term emergency
measures that abruptly restrict and redistribute resources.
25 eurasia group  TOP RISKS 2023

US policymakers will have to choose between electricity
generation, water releases, industrial production, and food
production on the one hand, and water conservation on the
other. More US farmers, who will suffer the most from water
restrictions taking effect in 2023 (an up to 21% reduction
in Colorado River water supplies for some states), will be
asked to forgo harvesting to help tackle water scarcity.

Europe will face different challenges. Norway may have
to limit electricity exports to preserve hydropower for
domestic use, exposing itself to legal challenges from the
Netherlands and Germany. And sinking water levels in
the Rhine and Po rivers will disrupt inland shipping and
hamper broader economic activity in western Europe.

In Latin America, political decisions will push waterintensive industries such as beverage companies to
move facilities from dry to water-rich regions. Local
policymakers will follow Santiago de Chile’s lead by
rotating water cuts among customers, affecting the retail
and hospitality industries.

There are no quick fixes in sight. ",,1
761,"In this concluding section, we outline four principles
for preparedness in this new era of concurrent
shocks: 1) strengthening risk identification and
foresight, 2) recalibrating the present value of “future”
risks, 3) investing in multi-domain risk preparedness,
and 4) strengthening preparedness and response
cooperation.

Improving risk identification
and foresight

A wide range of disciplines aim to gather intelligence
about the future, ranging from economics, business
management, investment funds and insurance,
to urban planning, climatology, virology and civil
protection – but the track record around the use of
foresight to enhance risk mitigation efforts remains

mixed. The underestimation of – and therefore lack
of preparedness for – emerging macro risks (like
“grey rhinos” and “black swans”) reflect challenges
posed by high levels of uncertainty, low levels of
information, conflicting data and cognitive biases.
Yet systematic progress is possible. Enhanced risk
identification and foresight can be a key enabler
for strategic decision-making, agenda-setting and
resilience measures, helping to prioritize areas that
would benefit from data collection and monitoring,
risk controls and resources, and redundancies.

The first task of foresight is to identify future
developments, risks and opportunities. ",,0
762,", “marine cloud brightening” which consists in spraying tiny droplets

of seawater into clouds to reflect more sunlight back out into space, or stratospheric sulfur injection that

copies the natural cooling effect caused by major volcanic eruptions).

Economic
Instability

Environment
and Climate

Shifting Geopolitical
Landscape

Technological Developments
& Impacts on Society

Demographic and
Social Change

Emerging Risk Descriptions 7

Ageing and
Health Concerns

Environmental, Social,
Governance (ESG) Issues

https://www.thecroforum.org/wp-content/uploads/2019/01/CROF-ERI-2019-The-heat-is-on-Position-paper-1.pdf
TOPIC

ASSOCIATED

TRENDS DESCRIPTION

IMPACT

ASSESSMENT

ERI

PUBLICATION

Collective
Redress

Collective redress is defined as a “procedural mechanism which allows, for reasons of procedural economy

and/or efficiency of enforcement, many single claims (relating to the same case) to be bundled into a single

court action”. The development of collective redress mechanisms in Europe can create an inflation of claims

as seen with Class Actions in North America.

Critical
Infrastructure
Failures

In many regions of the world, there is a chronic failure to adequately invest in, upgrade and secure

infrastructure networks such as electricity provision, water supply, or transport infrastructure. The lack of

capacity or outages results in blackouts. This could lead to a higher than expected frequency and severity

of large property and non-property losses (incl. BI/CBI). ",,1
763,"Eurasia Group warns that domestic repression,
nuclear advances, and involvement in Ukraine will
combine to increase the risk of confrontation with Iran
this year, either through a direct conflict in the region Israel’s new government policy will be an important
watchpoint - or through proxy wars and terrorist
activities. Despite limited market attention, North
Korea – another rogue state – could also increase
tensions through renewed missile testing in 2023.

West vs Rest strategic competition

Beyond its considerable humanitarian and economic
toll, the war in Ukraine has also increased divisions
between  the industrialized democracies of the West
and  the middle powers  of many emerging markets,
often referred to as the global South. Russia has
weaponized its energy, raw materials, and food
exports in order to disrupt European unity and elicit
anti-Western sentiment in these developing
countries, many of whom declined to participate in
US-led sanctions against Russia. These middle and
emerging countries are becoming increasingly
important actors in global politics and are calling for
reforms of the current international order, which they
often perceive as  serving primarily Western
interests. ",,0
764,"Ernst & Young Global Limited, a UK company
limited by guarantee, does not provide services to clients. Information
about how EY collects and uses personal data and a description of the
rights individuals have under data protection legislation are available
via ey.com/privacy. EY member firms do not practice law where
prohibited by local laws. For more information about our organization,
please visit ey.com.

Ernst & Young LLP is a client-serving member firm of
Ernst & Young Global Limited operating in the US.

© 2022 Ernst & Young LLP.
All Rights Reserved.

EYG no. 010249-22Gbl

2209-4092251
ED None

This material has been prepared for general informational purposes only and is not intended
to be relied upon as accounting, tax, legal or other professional advice. Please refer to your
advisors for specific advice.

ey.com",,0
765,"See: Research and Markets, “Global healthcare cloud market report 2021:
Market is expected to reach $52.30 billion by 2026 up from $11.59 billion in 2020, growing at a CAGR of 28.5%,” press release, October 28, 2021; Laura
Dyrda, “The healthcare cloud race heats up,” Becker’s Health IT, June 2, 2022.

47. Dyrda, “The healthcare cloud race”; Rebecca Pifer, “Google Cloud to launch healthcare data capabilities in bid to improve health equity, patient
management,” Healthcare Dive, November 14, 2022; Heather Landi, “Northwell Health inks deal with Google for cloud, AI technologies,” Fierce Healthcare,
July 14, 2022.

48. Lynne Sterrett et al., Preparing for the next generation of electronic health records, Deloitte, October 19, 2022.

49. Vivek Shah, “The tech companies that want to build cars,” CarExpert, January 15, 2022; Navneet Alang, “Big tech companies are coming to take over your
car, and you’ll probably be glad,” Toronto Star, January 8, 2022.

50. Thibault Chollet et al., “Leveraging IoT in a smarter real estate industry,” Deloitte, October 15, 2020.

51. Stephen Laaper et al., Implementing the smart factory: New perspectives for driving value, Deloitte Insights, March 30, 2020.

52. Allan V. Cook et al.",,0
766,"Worries about rising prices and supply interruptions affect
businesses as well as families and individuals. When asked
if they feel personally vulnerable to a risk in their daily lives,
both experts (73%) and the general public (71%) were more likely
to say yes in relation to energy risks than almost any other.
Similarly, experts were more likely to think the general public
is aware of energy risks than any other risk in the list.

Energy risks bring together both geopolitical concerns and
climate change, which demands a transformation of energy
sources to transition to a low-carbon economy. Only 19%
of experts believe that public authorities are well prepared
to deal with energy risks – and, as with many other risks,
they say collaboration between the public and private sectors
should be the top priority for proposing innovative solutions
to navigate the current crisis and expedite the energy transition.

As a P&C and specialty risk insurer
how is AXA XL supporting the energy
transition?

Libby Benet: As a specialty risk insurer,
AXA XL understands the vital importance
of helping our clients along their energy
transition journey. ",,0
767,"These are due to be
finalised by the end of 2022, as are the
International Sustainability Standards
Board’s own financial rules on climate and
sustainability-related disclosures7.

In key sectors, the impact of COP26 will be
huge. “For Shell, Powering Progress sets
out our strategy to accelerate the transition
of our business to net-zero emissions by
2050. Shell’s current operating plans do
not reflect our 2050 net-zero emissions
target. ",,0
768,"The internal audit group has now
set up a specific team to focus on the risks
and control framework associated with the
delivery of strategic objectives.

“If you break strategic objectives down to
measurable goals, the related risks, the
explicit controls, and an understanding of
Executive summary: Navigating
the
interlocking risks

Methodology

Key survey findings

Macroeconomic and geopolitical risk,
emerging and strategic risk: Auditing
in a time of crisis

Climate change and environmental
sustainability: Transition to climate
change auditing

Human capital, diversity and talent
management: The human factor

Cybersecurity and data security:
Auditing at the speed of crime

Digital disruption and new technology:
Switching to automatic

PAGE 19 OF 48

how business leaders know that the controls
are working, then you have the scope for an
internal audit,” he says. “Part of the role of
the new team is to help people move away
from fixed thinking around the correctness
of assumptions they made at the beginning
of a project, or strategy, when so much in the

world is changing dramatically. ",,0
769,"Mano, Ana and Anthony Boadle, “Brazil's Bolsonaro Silent on Lula Victory, Transition Talks Begin”,
Reuters, 1 November 2022, https://www.reuters.com/world/americas/lula-wins-brazilian-electionbolsonaro-has-not-conceded-2022-10-31/.

49. Lewandowsky, Stephan, et. al, “Is the global decline in democracy linked to social media? We combed
through the evidence to find out”, The Conversation, 8 November 2022.

50. Favaro, Marina, Neil Renic and Ulrich Kühn, Negative Multiplicity: Forecasting the Future Impact of
Emerging Technologies on International Stability and Human Security, Institute for Peace Research and
Security Policy, September 2022.

51. Lai, Samantha, Data misuse and disinformation: Technology and the 2022 elections, Brookings Institute,
21 June 2022.

52. Lee, Amber Hye-Yon, “Social Trust in Polarized Times: How Perceptions of Political Polarization Affect
Americans’ Trust in Each Other”, Political Behaviour, vol. 44, no. 3, 18 March 2022, pp. 1533-1544;
Carothers, Thomas and Andrew O’Donohue, How to Understand the Global Spread of Political
Polarization, Carnegie Endowment for International Peace, 1 October 2019.

53. Walter, Barbara, “Why should we worry that the US could become an 'anocracy' again? Because of
the threat of civil war”, The Washington Post, 24 January 2022, https://www.washingtonpost.com/
opinions/2022/01/24/why-should-we-worry-that-us-could-become-an-anocracy-again-because-threatcivil-war/.

",,0
770,"UNESCO, The right to privacy in a digital age: UNESCO’s inputs for the preparation of the thematic report
of the Office of the United Nations High Commissioner for Human Rights, 2022, https://www.ohchr.org/
sites/default/files/documents/issues/digitalage/reportprivindigage2022/submissions/2022-09-06/CFI-RTPUNESCO.pdf, accessed 3 November 2022.

102. McKenna, Anne Toomey, “Customer Data Can Be Used As Evidence in Government Surveillance”, Marsh
McLennan, 13 November 2022, https://www.brinknews.com/customer-data-can-be-used-as-evidence-ingovernment-surveillance/.

103. Senate Finance Subcommittee on Fiscal Responsibility and Economic Growth, Testimony of Samm Sacks:
Hearing on Promoting Competition, Growth and Privacy Protection in the Technology Sector, 7 December
2021; Sherman, Justin, “The Open Data Market and Risks to National Security”, Lawfare, 3 February
2022, https://www.lawfareblog.com/open-data-market-and-risks-national-security; Cadell, Cate, “China
harvests masses of data on western targets, documents show”, The Washington Post, 31 December 2021
; Benson, Thor, “The Danger of License Plate Readers in Post-Roe America”, WIRED, 7 July 2022; Grant,
Nico, “Google Says It Will Delete Location Data When Users Visit Abortion Clinics”, The New York Times,1
July 2022.

104. Collins, Barry, “Mission Impossible: 7 Countries Tell Facebook to Break Encryption”, Forbes, 11 October
2020.

Endnotes
2023   54
Endnotes
105. Silic, Anamaria, “Pegasus Spyware Used against Dozens of Activist Women in the Middle East”, The

Intercept,  January 18, 2022. https://theintercept.com/2022/01/18/pegasus-spyware-nso-group-womenactivists-journalists/.

106. ",,0
771,"Arbitrary decisions, policy
volatility, and elevated uncertainty will be endemic in Xi’s China. That’s a massive and underappreciated global challenge,
given the unprecedented reality of a state capitalist dictatorship having such an outsized role in the global economy.

Xi has committed a series of missteps in the recent past.

Last year we warned that China had walked itself into a zero-Covid trap; unfortunately, we were right. Xi’s refusal to offer
high-quality, foreign-made mRNA vaccines, combined with underwhelming vaccination drives even with locally made
doses, left the Chinese population more vulnerable to severe disease than it should be, and have made Xi’s sudden and
surprise exit from zero Covid much deadlier.

An opaque crackdown on private technology companies undercut global investor sentiment, put some of the country’s
most promising firms into a deep freeze, and wiped out an estimated one trillion dollars in market value.

And Xi’s announcement of a “no limits friendship” with Russia on 4 February 2022 lent credibility to Putin’s war in
Ukraine and darkened perceptions of China’s influence on the global system.

In each instance, Xi’s authoritarian personality and policy preferences—political control, economic statism, and
assertive diplomacy—overrode the advice of pragmatic voices within the bureaucracy. ",,0
772,", artificial
intelligence, automation in all of its forms, hyper-scalable platforms, faster data
transmission, quantum computing, blockchain, digital currencies and the metaverse) and/
or other market forces may outpace our organization’s ability to compete and/or manage
the risk appropriately, without making significant changes to our business model

• Rapidly expanding developments in social media and platform technology innovations
may significantly impact how we do business, interact with our customers, ensure
regulatory compliance and/or manage our brand

• Regulatory changes and scrutiny may heighten, noticeably affecting the way our
processes are designed and our products or services are produced or delivered

• Growing focus on climate change and related ESG policies, regulations and expanding
disclosure requirements, as well as expectations among governments, current and
potential employees, and other stakeholders about “green” initiatives, supply chain
transparency, reward systems, and other governance and sustainability issues, may
require us to significantly alter our strategy and business model in ways that may be
difficult for us to implement as timely as the actions of our competitors

• Ease of entrance of new competitors into the industry and marketplace or
other significant changes in the competitive environment (such as major market
concentrations due to M&A activity) may threaten our market share

• Our organization may not be sufficiently resilient and/or agile to manage an unexpected
crisis (including a catastrophic event) significantly impacting our operations or reputation

• Growth opportunities through acquisitions, joint ventures and other partnership
activities may be difficult to identify and implement

• Opportunities for organic growth through customer acquisition and/or enhancement
may be significantly limited for our organization

• Substitute products and services may arise from competitors that may enhance the
customer experience and affect the viability of our current business model and planned
strategic initiatives

• Sustaining customer loyalty and retention may be increasingly difficult due to evolving
customer preferences and/or demographic shifts in our existing customer base

• Performance shortfalls (including lack of progress on ESG goals/expectations) may
trigger activist shareholders who seek significant changes to our organization’s
strategic plan and vision

• Market conditions imposed by and in response to COVID-19 and emerging variants,
including shifts in consumer behavior to digital channels, may continue to impact
customer demand for our core products and services

• Our organization may not be able to adapt its business model to embrace the evolving
“new normal” imposed on our business by the ongoing pandemic and emerging social
change 9

http://www.protiviti.com
Operational Risk Issues

• Changes in the overall work environment including shifts to hybrid work environments,
expansion of digital labor, changes in the nature of work and who does that work, and
M&A activities may lead to challenges to sustaining our organization’s culture and
business model*

• Uncertainty surrounding our organization’s core supply chain including the viability
of key suppliers, scarcity of supplies, energy sources, unpredictable shipping and
distribution logistical issues, or lack of price stability in the supply chain ecosystem may
make it difficult to deliver our products or services at acceptable margins

• Third-party risks arising from our reliance on outsourcing and strategic sourcing
arrangements, ecosystem partners, IT vendor contracts, and other partnerships/joint
ventures to achieve operational and go-to-market goals may prevent us from meeting
organizational targets or impact our brand image

• Our organization’s succession challenges and ability to attract and retain top talent and
labor amid the constraints of a tightening talent/labor market may limit our ability to
achieve operational targets

• Our organization may not be sufficiently prepared to manage cyber threats such as
ransomware and other attacks that have the potential to significantly disrupt core
operations and/or damage our brand

• Ensuring data privacy and compliance with growing identity protection expectations
and regulations may require alterations demanding significant resources to restructure
how we collect, store, share and use data to run our business

• Our existing operating processes, in-house talent, legacy IT infrastructure, lack of
digital expertise and/or insufficient digital knowledge and proficiency in the C-suite and

boardroom may result in failure to meet performance expectations related to quality,
time to market, cost and innovation as well as our competitors, including those that are
either “born digital” or investing heavily to leverage technology for competitive advantage

• Inability to utilize data analytics and “big data” to achieve market intelligence, gain
insights on the customer experience, and increase productivity and efficiency may
significantly affect our management of core operations and strategic plans

• Resistance to change in our culture may restrict our organization from making
necessary adjustments to the business model and core operations on a timely basis

• Our organization’s culture may not sufficiently encourage the timely identification
and escalation of risk issues and market opportunities that have the potential to
significantly affect our core operations and achievement of strategic objectives

• Our ability to meet expectations around protecting the health and safety of employees,
customers, suppliers and the communities in which we operate may be insufficient to
receive market permission to operate or encourage people to work for us or do business
with us*

• Our approach to managing ongoing demands on or expectations of a significant portion
of our workforce to “work remotely” or increased expectations for a transformed,
collaborative hybrid work environment may negatively impact our ability to retain
talent as well as the effectiveness and efficiency of how we operate our business

• The rising threat associated with catastrophic natural disasters and weather
phenomena (e.g.",1.0,1
773,"Unsure/NANot at all We are monitoring closely

Somewhat Actively engaging with lawmakers to influence policy

US-China relations 13% 33% 31% 10% 12%

Other US foreign relations 7% 39% 33% 11% 10%

US tax 2% 7% 60% 30% 1%

Global tax 4% 16% 52% 24% 4%

Cybersecurity 2% 15% 55% 18% 10%

Privacy 3% 28% 38% 19% 11%

Climate and clean energy 6% 30% 40% 16% 8%

Healthcare 11% 36% 27% 17% 9%

Labor 4% 35% 42% 8% 11%

Immigration 28% 28% 19% 8% 17%

Antitrust 19% 26% 31% 8% 16%
61

Tax Leaders

*Note: Total may not add up to 100% due to rounding.
Source: PwC Pulse Survey, November 2, 2022: base of 657, Tax base of 89 PwC Pulse Survey - November 2022

How concerned are you about the impact of the following on
your business?

",,0
774,",
Global International Geosphere-Biosphere Programme, Our World in Data

1880 1900 1920 1940 1960 1980 2000 2020

3.986
trillion

0.671
trillion

2010s

2000s

1990s

1980s

1970s

Water stress on the rise

25 13.9 18.7 22.1

24.4 42.0 58.2

27

82

223

466

Global freshwater use billions of gallons

Percentage of global population
facing water stress and scarcity
on the rise

Water-related conflicts
on the rise
Number of conflicts

While the consequences of water stress will worsen,
governments’ ability to handle them will not improve
26 eurasia group  TOP RISKS 2023

RED
HERRINGS

Cracks in support for Ukraine
The United States and Europe will remain aligned in staunch support of Ukraine despite growing skepticism of
involvement in the US and internal disagreement in the EU over whether to press Ukraine to negotiate.

Regardless of fluctuations in political support in the United States in the coming months, Ukraine’s main benefactor has
already frontloaded its 2023 material assistance. The Biden administration ensured military and financial aid for the year
when it passed a $45 billion appropriation in December. In addition, lend-lease authority remains in place until the end
of the year, granting the administration wide authority to provide Ukraine with more military hardware.

",,0
